min_abs_slope_pct,block_body_band,block_sunday,sl_loss_usdt,breakeven_usdt,lock_profit_activate_usdt,lock_profit_usdt,trail_activate_usdt,trail_start_usdt,trail_distance_usdt,blofin_n,blofin_wins,blofin_losses,blofin_win_rate,blofin_net_pnl,blofin_gross_win,blofin_gross_loss,blofin_profit_factor,blofin_avg_win,blofin_avg_loss,blofin_avg_trade,blofin_max_dd,blofin_max_dd_pct_of_capital,blofin_largest_loss_streak,blofin_largest_loss_run_usdt,blofin_is_net_pnl,blofin_is_pf,blofin_oos_net_pnl,blofin_oos_pf,blofin_oos_n,lighter_n,lighter_wins,lighter_losses,lighter_win_rate,lighter_net_pnl,lighter_gross_win,lighter_gross_loss,lighter_profit_factor,lighter_avg_win,lighter_avg_loss,lighter_avg_trade,lighter_max_dd,lighter_max_dd_pct_of_capital,lighter_largest_loss_streak,lighter_largest_loss_run_usdt,lighter_is_net_pnl,lighter_is_pf,lighter_oos_net_pnl,lighter_oos_pf,lighter_oos_n,score_lighter,score_blofin
0.12,"(0.3, 0.6)",True,80,18,28,23,43,48,20,1144,855,289,0.7474,17679.41,27253.11,9573.7,2.847,31.87,-33.13,15.454,-333.48,-16.67,4,-200.5,13021.73,2.911,4657.68,2.688,344,1144,886,258,0.7745,27976.32,35165.82,7189.5,4.891,39.69,-27.87,24.455,-275.49,-13.77,4,-173.5,20221.92,4.88,7754.4,4.92,344,98.38,97.37
0.12,"(0.3, 0.6)",True,80,18,28,23,48,53,10,1144,850,294,0.743,21021.13,30604.83,9583.7,3.193,36.01,-32.6,18.375,-318.99,-15.95,4,-202.4,15491.34,3.272,5529.79,2.999,344,1144,886,258,0.7745,31318.18,38507.68,7189.5,5.356,43.46,-27.87,27.376,-261.0,-13.05,4,-173.5,22691.52,5.354,8626.66,5.361,344,98.28,97.39
0.12,"(0.3, 0.6)",True,80,18,28,23,48,53,15,1144,850,294,0.743,19246.83,28830.53,9583.7,3.008,33.92,-32.6,16.824,-323.85,-16.19,4,-202.4,14266.06,3.093,4980.77,2.801,344,1144,886,258,0.7745,29543.83,36733.33,7189.5,5.109,41.46,-27.87,25.825,-265.86,-13.29,4,-173.5,21466.25,5.119,8077.57,5.084,344,98.14,97.08
0.12,"(0.3, 0.6)",True,80,18,28,23,48,53,20,1144,850,294,0.743,17581.4,27165.1,9583.7,2.835,31.96,-32.6,15.368,-332.26,-16.61,4,-202.4,12973.53,2.903,4607.87,2.666,344,1144,886,258,0.7745,27878.35,35067.85,7189.5,4.878,39.58,-27.87,24.369,-274.27,-13.71,4,-173.5,20173.74,4.871,7704.61,4.895,344,98.33,97.28
0.12,"(0.3, 0.6)",True,80,22,32,27,42,47,10,1129,847,282,0.7502,22140.78,33398.66,11257.88,2.967,39.43,-39.92,19.611,-397.49,-19.87,3,-200.4,15895.37,2.973,6245.41,2.951,339,1129,860,269,0.7617,32302.65,41139.65,8837.0,4.655,47.84,-32.85,28.612,-325.45,-16.27,3,-173.5,23005.28,4.604,9297.37,4.789,339,99.09,98.63
0.12,"(0.3, 0.6)",True,80,22,32,27,42,47,15,1129,847,282,0.7502,19918.6,31176.49,11257.88,2.769,36.81,-39.92,17.643,-401.59,-20.08,3,-200.4,14342.86,2.78,5575.74,2.742,339,1129,860,269,0.7617,30080.41,38917.41,8837.0,4.404,45.25,-32.85,26.643,-329.55,-16.48,3,-173.5,21452.77,4.361,8627.64,4.516,339,99.01,98.46
0.12,"(0.3, 0.6)",True,80,22,32,27,42,47,20,1129,844,285,0.7476,17789.54,29047.43,11257.89,2.58,34.42,-39.5,15.757,-409.53,-20.48,3,-200.4,12780.59,2.586,5008.94,2.565,339,1129,860,269,0.7617,27951.27,36788.27,8837.0,4.163,42.78,-32.85,24.758,-337.49,-16.87,3,-173.5,19890.52,4.116,8060.75,4.285,339,99.1,98.54
0.12,"(0.3, 0.6)",True,80,22,32,27,47,52,10,1129,844,285,0.7476,21699.71,32957.6,11257.89,2.928,39.05,-39.5,19.22,-397.04,-19.85,3,-200.4,15574.54,2.933,6125.17,2.914,339,1129,860,269,0.7617,31861.53,40698.53,8837.0,4.605,47.32,-32.85,28.221,-325.0,-16.25,3,-173.5,22684.42,4.554,9177.11,4.74,339,99.1,98.64
0.12,"(0.3, 0.6)",True,80,22,32,27,47,52,15,1129,844,285,0.7476,19758.4,31016.29,11257.89,2.755,36.75,-39.5,17.501,-401.4,-20.07,3,-200.4,14249.63,2.769,5508.77,2.721,339,1129,860,269,0.7617,29920.19,38757.19,8837.0,4.386,45.07,-32.85,26.501,-329.36,-16.47,3,-173.5,21359.54,4.346,8560.64,4.489,339,98.96,98.38
0.12,"(0.3, 0.6)",True,80,22,32,27,47,52,20,1129,844,285,0.7476,17966.56,29224.45,11257.89,2.596,34.63,-39.5,15.914,-409.3,-20.47,3,-200.4,12920.31,2.604,5046.25,2.577,339,1129,860,269,0.7617,28128.3,36965.3,8837.0,4.183,42.98,-32.85,24.914,-337.27,-16.86,3,-173.5,20030.24,4.138,8098.05,4.301,339,99.07,98.5
