sl_loss_usdt,min_abs_slope_pct,block_body_band,block_sunday,zec_score,zec_net_pnl,zec_pf,zec_n,zec_dd,zec_wr,sol_score,sol_net_pnl,sol_pf,sol_n,sol_dd,sol_wr,combined_score,combined_net,both_profitable,pnl_spread
80.0,0.21,"(0.2, 0.5)",True,97.91,15569.48,4.89,467,-258.0,0.7323,83.06,3336.32,4.23,125,-216.38,0.728,90.485,18905.8,True,12233.16
90.0,0.21,"(0.2, 0.5)",True,98.81,15093.7,4.483,463,-288.44,0.7343,81.98,3226.32,3.823,125,-246.38,0.728,90.39500000000001,18320.02,True,11867.380000000001
82.5,0.21,"(0.2, 0.5)",True,97.92,15461.98,4.762,467,-265.5,0.7323,82.79,3308.82,4.12,125,-223.88,0.728,90.355,18770.8,True,12153.16
85.0,0.21,"(0.2, 0.5)",True,98.17,15157.88,4.594,465,-273.0,0.7312,82.53,3281.32,4.016,125,-231.38,0.728,90.35,18439.2,True,11876.56
120.0,0.21,"(0.3, 0.5)",False,98.5,17074.92,3.815,560,-403.55,0.7357,82.19,3161.05,2.789,150,-359.76,0.6933,90.345,20235.969999999998,True,13913.869999999999
120.0,0.21,"(0.2, 0.5)",False,98.79,16645.83,4.011,522,-403.55,0.7414,81.71,3180.55,2.969,139,-359.76,0.7194,90.25,19826.38,True,13465.280000000002
95.0,0.09,"(0.2, 0.5)",False,96.14,25957.75,2.089,1593,-714.62,0.6491,84.3,7225.13,1.558,836,-612.33,0.5825,90.22,33182.88,True,18732.62
80.0,0.09,,True,91.23,24727.75,1.883,1841,-664.04,0.6219,89.02,7157.58,1.481,968,-429.37,0.5723,90.125,31885.33,True,17570.17
95.0,0.21,"(0.2, 0.5)",True,98.63,14743.97,4.318,460,-307.5,0.7348,81.43,3171.32,3.647,125,-261.38,0.728,90.03,17915.29,True,11572.65
120.0,0.21,"(0.2, 0.5)",True,97.52,14543.3,4.006,455,-403.55,0.7473,82.25,3016.81,3.237,124,-359.76,0.7339,89.88499999999999,17560.11,True,11526.49
100.0,0.09,,True,90.49,22629.69,1.774,1773,-908.31,0.6368,89.12,7351.72,1.505,928,-723.29,0.5916,89.805,29981.41,True,15277.969999999998
82.5,0.09,,True,90.59,24614.84,1.872,1835,-719.04,0.6234,88.92,7098.78,1.48,958,-484.37,0.5752,89.755,31713.62,True,17516.06
80.0,0.09,,False,91.17,28638.4,1.874,2145,-581.26,0.621,88.32,7958.23,1.451,1112,-554.93,0.5665,89.745,36596.630000000005,True,20680.170000000002
82.5,0.09,,False,90.83,28487.36,1.862,2137,-673.01,0.6224,88.3,7868.93,1.448,1101,-520.0,0.5686,89.565,36356.29,True,20618.43
85.0,0.09,,True,90.28,24100.52,1.844,1825,-670.29,0.6247,88.4,6879.05,1.459,954,-539.37,0.5765,89.34,30979.57,True,17221.47
100.0,0.09,,False,90.23,26522.05,1.779,2066,-1006.51,0.637,88.11,8056.95,1.47,1061,-925.29,0.5844,89.17,34579.0,True,18465.1
85.0,0.09,,False,90.3,27810.04,1.831,2126,-646.76,0.6232,87.8,7692.06,1.435,1096,-692.29,0.5693,89.05,35502.1,True,20117.98
95.0,0.09,,True,89.8,22527.28,1.773,1780,-799.54,0.6315,88.28,6967.73,1.467,937,-738.29,0.5848,89.03999999999999,29495.01,True,15559.55
90.0,0.09,,True,89.91,23480.84,1.81,1805,-808.29,0.6288,87.45,6479.69,1.425,945,-682.37,0.5799,88.68,29960.53,True,17001.15
95.0,0.09,,False,89.93,26383.88,1.779,2074,-866.01,0.6311,87.4,7588.96,1.431,1072,-925.29,0.5774,88.665,33972.840000000004,True,18794.920000000002
120.0,0.09,,True,87.32,20612.6,1.676,1716,-1113.97,0.6469,89.93,7634.04,1.545,892,-742.47,0.611,88.625,28246.64,True,12978.559999999998
90.0,0.09,,False,89.84,26966.59,1.791,2103,-829.76,0.6272,87.26,7441.31,1.416,1087,-792.29,0.5741,88.55000000000001,34407.9,True,19525.28
110.0,0.09,,True,88.08,21816.33,1.734,1750,-1018.31,0.6417,88.5,7435.48,1.525,904,-822.07,0.6007,88.28999999999999,29251.81,True,14380.850000000002
120.0,0.09,,False,87.25,24694.56,1.71,1993,-1194.67,0.6488,87.57,8242.88,1.494,1022,-745.55,0.6027,87.41,32937.44,True,16451.68
110.0,0.09,,False,87.81,25140.17,1.725,2033,-1186.51,0.6414,85.66,8249.1,1.496,1036,-882.07,0.5936,86.735,33389.27,True,16891.07
