symbol,entry_timing,sl_atr,tp_ladder,ratios,be_after_tp1,blofin_n,blofin_net,blofin_pf,blofin_dd,blofin_wr,blofin_oos_net,blofin_oos_pf,lighter_n,lighter_net,lighter_pf,lighter_dd,lighter_wr,lighter_oos_net,lighter_oos_pf,tp1_rate,tp3_rate
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,363,-4263.8,0.198,-4290.02,0.416,-1415.3,0.15,363,-996.6,0.722,-1159.08,0.4793,-434.4,0.597,0.766,0.479
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,108,-1094.44,0.281,-1123.71,0.4722,-339.58,0.297,108,-122.52,0.883,-197.44,0.5185,-42.64,0.871,0.787,0.519
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,403,-4538.45,0.172,-4567.76,0.268,-1295.73,0.173,403,-911.2,0.72,-1116.23,0.5285,-206.77,0.775,0.767,0.266
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,112,-1123.97,0.22,-1144.45,0.3125,-333.91,0.231,112,-116.01,0.871,-195.81,0.6071,-27.96,0.89,0.795,0.286
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,363,-4306.08,0.251,-4340.81,0.449,-1498.06,0.19,363,-1038.91,0.743,-1216.66,0.4793,-517.18,0.591,0.766,0.479
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,108,-1069.19,0.349,-1107.46,0.5,-345.55,0.354,108,-97.28,0.917,-210.78,0.5185,-48.62,0.873,0.787,0.519
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,403,-4531.18,0.11,-4543.29,0.2481,-1300.8,0.105,403,-903.94,0.715,-1079.84,0.7593,-211.83,0.764,0.767,0.266
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,112,-1141.49,0.144,-1154.35,0.2946,-330.97,0.16,112,-133.54,0.849,-206.09,0.7857,-25.01,0.9,0.795,0.286
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,363,-4237.37,0.161,-4258.93,0.3967,-1363.57,0.123,363,-970.15,0.709,-1123.88,0.6116,-382.66,0.608,0.766,0.479
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,108,-1110.22,0.234,-1133.86,0.4722,-335.85,0.255,108,-138.29,0.859,-193.32,0.6574,-38.9,0.871,0.787,0.519
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,445,-4858.0,0.039,-4861.98,0.1775,-1457.36,0.028,445,-852.72,0.747,-1007.18,0.773,-251.39,0.747,0.773,0.076
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,113,-1164.71,0.057,-1166.41,0.2478,-317.17,0.074,113,-147.75,0.833,-221.91,0.7965,-11.19,0.955,0.796,0.062
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,445,-4858.0,0.039,-4861.98,0.1775,-1457.36,0.028,445,-852.72,0.747,-1007.18,0.773,-251.39,0.747,0.773,0.076
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,113,-1164.71,0.057,-1166.41,0.2478,-317.17,0.074,113,-147.75,0.833,-221.91,0.7965,-11.19,0.955,0.796,0.062
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,418,-4691.35,0.107,-4696.11,0.2847,-1357.88,0.099,418,-929.16,0.715,-1118.81,0.7201,-223.97,0.763,0.77,0.096
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,112,-1125.35,0.151,-1130.81,0.4196,-327.64,0.17,112,-117.37,0.867,-226.96,0.7768,-21.67,0.913,0.795,0.071
SOL-USDT,signal,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,403,-4522.89,0.142,-4537.86,0.4094,-1379.18,0.115,403,-895.7,0.764,-1104.84,0.6402,-290.25,0.74,0.772,0.122
SOL-USDT,retest,2.0,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,112,-1075.43,0.208,-1090.63,0.5714,-349.3,0.199,112,-67.45,0.934,-174.67,0.7054,-43.34,0.866,0.795,0.098
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",True,367,-4002.97,0.243,-4051.23,0.3106,-1190.12,0.242,367,-700.06,0.808,-918.59,0.7357,-191.17,0.824,0.749,0.229
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",True,110,-870.66,0.387,-965.38,0.4182,-141.27,0.544,110,119.24,1.115,-256.13,0.7909,155.7,1.776,0.8,0.264
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",False,275,-2526.69,0.426,-2605.63,0.4618,-1069.75,0.306,275,-51.95,0.983,-726.92,0.6218,-322.9,0.704,0.767,0.473
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.25, 0.25)",False,95,-829.07,0.467,-886.47,0.4632,-154.11,0.618,95,25.78,1.023,-208.34,0.6421,106.81,1.417,0.789,0.463
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",True,367,-4042.54,0.28,-4103.46,0.3025,-1196.42,0.282,367,-739.64,0.799,-974.77,0.6349,-197.47,0.818,0.749,0.229
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",True,110,-844.91,0.44,-958.03,0.4,-143.37,0.583,110,144.98,1.139,-256.67,0.7455,153.6,1.765,0.8,0.264
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",False,275,-2478.62,0.487,-2594.34,0.4618,-1107.69,0.349,275,-3.92,0.999,-808.07,0.4727,-360.84,0.709,0.767,0.473
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.34, 0.33, 0.33)",False,95,-813.72,0.527,-884.62,0.4632,-156.56,0.662,95,41.1,1.033,-218.44,0.4632,104.33,1.336,0.789,0.463
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",True,367,-3978.24,0.221,-4019.59,0.3515,-1186.18,0.217,367,-675.32,0.815,-883.47,0.7493,-187.24,0.827,0.749,0.229
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",True,110,-886.76,0.352,-969.98,0.4455,-139.96,0.516,110,103.16,1.1,-263.25,0.8,157.02,1.782,0.8,0.264
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",False,275,-2556.74,0.381,-2612.69,0.4545,-1046.04,0.274,275,-81.97,0.972,-677.98,0.6364,-299.19,0.708,0.767,0.473
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.6, 0.2, 0.2)",False,95,-838.66,0.423,-888.05,0.4632,-152.57,0.583,95,16.2,1.015,-207.29,0.6737,108.36,1.458,0.789,0.463
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",True,404,-4198.14,0.172,-4213.11,0.4678,-1332.69,0.144,404,-562.13,0.858,-782.03,0.7525,-234.78,0.808,0.752,0.037
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",True,111,-950.23,0.25,-994.47,0.6486,-133.81,0.464,111,48.74,1.047,-299.09,0.8018,172.19,1.858,0.802,0.0
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",False,404,-4198.14,0.172,-4213.11,0.4678,-1332.69,0.144,404,-562.13,0.858,-782.03,0.7525,-234.78,0.808,0.752,0.037
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(1.0, 0.0, 0.0)",False,111,-950.23,0.25,-994.47,0.6486,-133.81,0.464,111,48.74,1.047,-299.09,0.8018,172.19,1.858,0.802,0.0
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",True,381,-4149.96,0.229,-4181.41,0.3648,-1273.76,0.218,381,-721.08,0.808,-940.95,0.7375,-238.88,0.789,0.751,0.055
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",True,111,-874.86,0.38,-936.99,0.4775,-139.92,0.551,111,124.1,1.12,-263.2,0.7928,166.07,1.828,0.802,0.009
SOL-USDT,signal,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",False,352,-3782.8,0.313,-3819.49,0.5511,-1417.12,0.236,352,-614.98,0.855,-847.37,0.608,-463.3,0.674,0.75,0.068
SOL-USDT,retest,2.5,"(0.75, 1.5, 3.0)","(0.5, 0.5, 0.0)",False,109,-933.83,0.422,-984.71,0.6147,-194.93,0.543,109,47.05,1.037,-230.83,0.6606,101.98,1.32,0.798,0.018
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",True,355,-3687.91,0.347,-3797.34,0.4056,-1287.96,0.305,355,-493.09,0.884,-882.19,0.6986,-325.02,0.767,0.701,0.279
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",True,110,-847.35,0.476,-971.24,0.4364,-189.56,0.566,110,142.47,1.116,-200.93,0.7545,107.33,1.328,0.755,0.282
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",False,275,-2351.31,0.503,-2477.57,0.4727,-1154.09,0.341,275,123.46,1.035,-851.99,0.5818,-407.23,0.693,0.724,0.473
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.25, 0.25)",False,95,-802.56,0.532,-874.03,0.4737,-153.78,0.668,95,52.24,1.04,-239.0,0.5579,107.12,1.321,0.758,0.463
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,355,-3672.87,0.382,-3798.88,0.3746,-1276.08,0.344,355,-478.06,0.888,-890.02,0.662,-313.13,0.775,0.701,0.279
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",True,110,-843.11,0.513,-984.03,0.4,-190.81,0.6,110,146.68,1.119,-197.04,0.7182,106.08,1.323,0.755,0.282
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,275,-2290.09,0.555,-2446.71,0.4655,-1189.03,0.377,275,184.63,1.048,-920.89,0.5709,-442.18,0.697,0.724,0.473
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.34, 0.33, 0.33)",False,95,-820.38,0.571,-905.35,0.4632,-164.97,0.689,95,34.39,1.023,-273.05,0.5579,95.91,1.25,0.758,0.463
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,355,-3697.32,0.327,-3796.38,0.4423,-1295.38,0.281,355,-502.49,0.882,-877.3,0.7014,-332.45,0.762,0.701,0.279
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",True,110,-850.01,0.455,-963.24,0.5091,-188.78,0.548,110,139.84,1.113,-204.64,0.7545,108.12,1.33,0.755,0.282
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,275,-2389.58,0.467,-2496.86,0.4945,-1132.26,0.316,275,85.23,1.025,-808.93,0.5818,-385.38,0.69,0.724,0.473
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.6, 0.2, 0.2)",False,95,-791.42,0.504,-854.45,0.4737,-146.78,0.651,95,63.4,1.053,-217.72,0.5579,114.12,1.379,0.758,0.463
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,382,-3957.35,0.296,-4036.14,0.6021,-1421.25,0.231,382,-519.47,0.885,-921.9,0.7016,-386.38,0.743,0.702,0.042
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",True,111,-907.16,0.409,-980.42,0.6667,-232.21,0.482,111,91.75,1.072,-219.48,0.7477,73.7,1.202,0.748,0.0
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,382,-3957.35,0.296,-4036.14,0.6021,-1421.25,0.231,382,-519.47,0.885,-921.9,0.7016,-386.38,0.743,0.702,0.042
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(1.0, 0.0, 0.0)",False,111,-907.16,0.409,-980.42,0.6667,-232.21,0.482,111,91.75,1.072,-219.48,0.7477,73.7,1.202,0.748,0.0
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,364,-3692.5,0.358,-3805.32,0.4313,-1357.85,0.29,364,-416.64,0.904,-871.61,0.6978,-367.94,0.745,0.701,0.11
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",True,110,-859.44,0.468,-958.41,0.4455,-188.47,0.569,110,130.42,1.106,-189.37,0.7545,108.43,1.331,0.755,0.082
SOL-USDT,signal,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,325,-3045.01,0.463,-3145.38,0.5538,-1379.01,0.319,325,-120.18,0.973,-859.77,0.5631,-497.19,0.681,0.705,0.126
SOL-USDT,retest,2.5,"(1.0, 2.0, 3.0)","(0.5, 0.5, 0.0)",False,104,-939.59,0.499,-997.0,0.5577,-178.33,0.653,104,-3.8,0.997,-251.77,0.5577,109.55,1.282,0.75,0.096
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,323,-3526.83,0.435,-3682.63,0.4551,-1403.02,0.334,323,-620.19,0.875,-1120.91,0.613,-530.14,0.686,0.613,0.183
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",True,105,-955.01,0.509,-1079.24,0.4667,-294.82,0.501,105,-10.37,0.993,-338.66,0.6667,-7.01,0.986,0.667,0.162
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,207,-1645.42,0.614,-1886.84,0.4348,-826.03,0.441,207,217.08,1.066,-785.89,0.4928,-259.12,0.772,0.652,0.343
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.25, 0.25)",False,84,-813.74,0.566,-958.95,0.4286,-106.24,0.789,84,-58.15,0.96,-423.63,0.4524,127.59,1.338,0.655,0.31
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,323,-3560.09,0.451,-3743.04,0.3653,-1416.57,0.348,323,-653.45,0.868,-1162.31,0.6068,-543.68,0.678,0.613,0.183
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",True,105,-998.14,0.513,-1144.07,0.3429,-320.9,0.493,105,-53.54,0.966,-410.77,0.6571,-33.1,0.932,0.667,0.162
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,207,-1629.67,0.649,-1934.27,0.4106,-866.84,0.461,207,232.79,1.064,-839.27,0.4928,-299.96,0.761,0.652,0.343
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.34, 0.33, 0.33)",False,84,-854.42,0.584,-1030.96,0.4048,-130.4,0.773,84,-98.88,0.939,-503.31,0.4524,103.41,1.23,0.655,0.31
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,323,-3506.04,0.43,-3652.19,0.5046,-1394.56,0.331,323,-599.4,0.879,-1096.85,0.613,-521.69,0.691,0.613,0.183
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",True,105,-928.06,0.516,-1038.71,0.5905,-278.51,0.524,105,16.62,1.011,-293.6,0.6667,9.3,1.019,0.667,0.162
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,207,-1655.25,0.59,-1860.37,0.4686,-800.52,0.429,207,207.26,1.067,-752.53,0.4928,-233.6,0.781,0.652,0.343
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.6, 0.2, 0.2)",False,84,-788.31,0.554,-921.83,0.4286,-91.15,0.801,84,-32.69,0.976,-373.83,0.4524,142.7,1.429,0.655,0.31
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,352,-3861.28,0.43,-3922.21,0.5966,-1600.5,0.321,352,-693.67,0.874,-1080.63,0.608,-646.77,0.664,0.608,0.003
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",True,109,-909.87,0.551,-975.72,0.6514,-259.85,0.589,109,70.95,1.042,-232.4,0.6606,36.98,1.071,0.661,0.0
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,352,-3861.28,0.43,-3922.21,0.5966,-1600.5,0.321,352,-693.67,0.874,-1080.63,0.608,-646.77,0.664,0.608,0.003
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(1.0, 0.0, 0.0)",False,109,-909.87,0.551,-975.72,0.6514,-259.85,0.589,109,70.95,1.042,-232.4,0.6606,36.98,1.071,0.661,0.0
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,333,-3411.83,0.471,-3521.22,0.4535,-1417.48,0.361,333,-415.27,0.919,-1060.83,0.6126,-517.62,0.71,0.613,0.012
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",True,108,-943.34,0.536,-1061.09,0.463,-247.56,0.585,108,28.35,1.017,-298.54,0.6667,49.25,1.101,0.667,0.028
SOL-USDT,signal,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,275,-2376.46,0.587,-2570.34,0.4691,-1188.31,0.417,275,98.14,1.022,-982.96,0.4727,-441.46,0.721,0.636,0.022
SOL-USDT,retest,2.5,"(1.5, 3.0, 5.0)","(0.5, 0.5, 0.0)",False,95,-781.1,0.622,-880.91,0.4632,-161.78,0.726,95,73.65,1.046,-276.98,0.4632,99.07,1.227,0.674,0.032
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,392,-4063.36,0.156,-4080.44,0.2704,-1188.01,0.142,392,-535.44,0.816,-740.36,0.7653,-126.06,0.847,0.814,0.281
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",True,110,-1072.7,0.185,-1088.5,0.3,-232.22,0.25,110,-82.77,0.903,-264.33,0.8182,64.76,1.383,0.836,0.291
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,325,-3139.32,0.284,-3182.05,0.4831,-1181.59,0.2,325,-214.42,0.93,-572.67,0.5631,-299.71,0.702,0.822,0.563
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.25, 0.25)",False,104,-1017.77,0.309,-1047.93,0.5096,-196.95,0.464,104,-81.91,0.922,-235.1,0.5577,90.98,1.377,0.827,0.558
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,392,-4067.55,0.197,-4092.59,0.2806,-1189.96,0.186,392,-539.63,0.819,-758.86,0.5689,-128.02,0.849,0.814,0.281
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",True,110,-1065.73,0.231,-1086.22,0.3182,-236.58,0.297,110,-75.79,0.913,-259.86,0.6364,60.4,1.346,0.836,0.291
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,325,-3109.14,0.35,-3166.23,0.5169,-1244.77,0.246,325,-184.26,0.947,-655.67,0.5631,-362.9,0.693,0.822,0.563
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.34, 0.33, 0.33)",False,104,-992.75,0.38,-1031.35,0.5385,-190.99,0.539,104,-56.92,0.952,-222.68,0.5577,96.92,1.336,0.827,0.558
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,392,-4060.74,0.129,-4072.85,0.2602,-1186.78,0.114,392,-532.82,0.816,-728.8,0.8061,-124.84,0.848,0.814,0.281
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",True,110,-1077.06,0.154,-1089.92,0.3,-229.49,0.215,110,-87.13,0.898,-267.13,0.8273,67.49,1.399,0.836,0.291
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,325,-3158.18,0.237,-3191.94,0.4646,-1142.11,0.166,325,-233.27,0.917,-520.8,0.5631,-260.22,0.71,0.822,0.563
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.6, 0.2, 0.2)",False,104,-1033.4,0.26,-1058.3,0.5096,-200.67,0.406,104,-97.54,0.9,-242.86,0.5577,87.27,1.412,0.827,0.558
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,434,-4398.06,0.048,-4402.04,0.1935,-1350.47,0.033,434,-492.05,0.842,-677.04,0.818,-171.53,0.817,0.818,0.076
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",True,112,-1093.14,0.06,-1101.68,0.2589,-211.71,0.109,112,-85.2,0.9,-278.33,0.8393,94.29,1.558,0.839,0.062
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,434,-4398.06,0.048,-4402.04,0.1935,-1350.47,0.033,434,-492.05,0.842,-677.04,0.818,-171.53,0.817,0.818,0.076
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(1.0, 0.0, 0.0)",False,112,-1093.14,0.06,-1101.68,0.2589,-211.71,0.109,112,-85.2,0.9,-278.33,0.8393,94.29,1.558,0.839,0.062
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,408,-4201.88,0.124,-4206.63,0.3015,-1254.38,0.106,408,-529.96,0.822,-732.87,0.7696,-147.49,0.833,0.819,0.1
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",True,111,-1066.72,0.162,-1072.19,0.4324,-230.27,0.236,111,-67.76,0.921,-289.15,0.8198,75.73,1.448,0.838,0.072
SOL-USDT,signal,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,382,-3971.84,0.165,-3989.16,0.4372,-1312.85,0.124,382,-533.9,0.849,-773.99,0.7016,-277.94,0.751,0.814,0.126
SOL-USDT,retest,2.5,"(0.5, 1.0, 2.0)","(0.5, 0.5, 0.0)",False,111,-1002.02,0.235,-1039.24,0.6126,-226.59,0.322,111,-3.1,0.997,-230.94,0.7477,79.36,1.318,0.838,0.108
