symbol,action,signal_price,created_at,status,filled_at,fill_price,era
SOL-USDT,buy,84.47,2026-05-19 15:31:56.073904+00:00,expired,,,live
SOL-USDT,buy,84.49,2026-05-19 16:32:56.668281+00:00,expired,,,live
SOL-USDT,sell,84.39,2026-05-19 18:28:25.792457+00:00,expired,,,live
ZEC-USDT,sell,571.51,2026-05-19 18:29:15.333300+00:00,cancelled,,,live
ZEC-USDT,sell,571.09,2026-05-19 18:30:04.489084+00:00,cancelled,,,live
ZEC-USDT,sell,571.64,2026-05-19 18:41:14.980352+00:00,cancelled,,,live
ZEC-USDT,sell,571.16,2026-05-19 18:47:15.556806+00:00,cancelled,,,live
ZEC-USDT,sell,571.39,2026-05-19 18:59:14.925513+00:00,filled,2026-05-19 19:16:42.501357+00:00,575.87,live
SOL-USDT,buy,84.53,2026-05-19 19:14:56.703145+00:00,expired,,,live
ZEC-USDT,sell,570.65,2026-05-19 19:31:15.165796+00:00,cancelled,,,live
ZEC-USDT,sell,570.77,2026-05-19 19:55:07.145882+00:00,expired,,,live
ZEC-USDT,buy,576.01,2026-05-19 20:36:01.456456+00:00,expired,,,live
ZEC-USDT,sell,570.12,2026-05-19 21:47:15.381191+00:00,cancelled,,,live
ZEC-USDT,sell,571.59,2026-05-19 22:00:14.923405+00:00,expired,,,live
SOL-USDT,sell,84.29,2026-05-19 22:00:25.063461+00:00,expired,,,live
ZEC-USDT,buy,578.64,2026-05-20 01:10:01.282647+00:00,cancelled,,,live
ZEC-USDT,sell,572.65,2026-05-20 01:30:09.594984+00:00,cancelled,,,live
SOL-USDT,buy,84.42,2026-05-20 01:50:56.197921+00:00,expired,,,live
ZEC-USDT,buy,579.33,2026-05-20 01:54:01.644548+00:00,expired,,,live
SOL-USDT,sell,84.09,2026-05-20 02:42:25.489971+00:00,expired,,,live
SOL-USDT,buy,84.2,2026-05-20 05:00:11.810626+00:00,expired,,,live
ZEC-USDT,sell,581.31,2026-05-20 08:16:15.479248+00:00,expired,,,live
ZEC-USDT,buy,589.64,2026-05-20 10:36:01.574661+00:00,filled,2026-05-20 11:03:25.674818+00:00,584.59,live
SOL-USDT,sell,84.78,2026-05-20 11:33:25.190933+00:00,cancelled,,,live
SOL-USDT,sell,84.75,2026-05-20 11:42:25.258536+00:00,expired,,,live
SOL-USDT,buy,84.96,2026-05-20 12:34:56.336999+00:00,expired,,,live
ZEC-USDT,buy,587.87,2026-05-20 12:57:01.110576+00:00,filled,2026-05-20 13:21:56.256108+00:00,585.83,live
SOL-USDT,sell,84.63,2026-05-20 13:27:25.011687+00:00,cancelled,,,live
SOL-USDT,sell,84.71,2026-05-20 13:32:24.949727+00:00,cancelled,,,live
SOL-USDT,sell,84.44,2026-05-20 13:36:25.051571+00:00,filled,2026-05-20 13:47:28.336557+00:00,84.67,live
SOL-USDT,buy,85.08,2026-05-20 14:16:56.578830+00:00,expired,,,live
SOL-USDT,sell,86.29,2026-05-20 18:23:25.566652+00:00,expired,,,live
SOL-USDT,buy,86.11,2026-05-20 20:57:04.842106+00:00,cancelled,,,live
SOL-USDT,buy,86.16,2026-05-20 21:05:04.148499+00:00,expired,,,live
ZEC-USDT,sell,672.07,2026-05-20 21:33:21.882948+00:00,cancelled,,,live
ZEC-USDT,sell,670.28,2026-05-20 21:45:03.282891+00:00,filled,2026-05-20 22:05:37.026438+00:00,673.28,live
SOL-USDT,sell,85.84,2026-05-20 22:01:25.214234+00:00,expired,,,live
SOL-USDT,buy,86.1,2026-05-21 00:00:24.516838+00:00,expired,,,live
ZEC-USDT,buy,675.75,2026-05-21 00:50:00.930222+00:00,filled,2026-05-21 00:51:51.639137+00:00,672.02,live
ZEC-USDT,buy,675.02,2026-05-21 00:56:00.699260+00:00,cancelled,,,live
ZEC-USDT,buy,675.03,2026-05-21 01:01:00.992886+00:00,filled,2026-05-21 01:19:31.641590+00:00,675.58,live
ZEC-USDT,sell,668.39,2026-05-21 02:06:22.339379+00:00,filled,2026-05-21 02:27:48.338553+00:00,669.35,live
SOL-USDT,sell,86.46,2026-05-21 05:48:25.592354+00:00,expired,,,live
SOL-USDT,buy,86.82,2026-05-21 08:05:07.068550+00:00,expired,,,live
SOL-USDT,sell,86.58,2026-05-21 09:35:25.559525+00:00,expired,,,live
SOL-USDT,buy,86.01,2026-05-21 13:23:05.531491+00:00,cancelled,,,live
SOL-USDT,buy,85.98,2026-05-21 13:30:08.601212+00:00,cancelled,,,live
SOL-USDT,sell,85.52,2026-05-21 13:39:24.991810+00:00,filled,2026-05-21 13:52:03.306078+00:00,85.68,live
ZEC-USDT,buy,662.99,2026-05-21 13:54:00.844240+00:00,filled,2026-05-21 14:08:55.792506+00:00,663.09,live
SOL-USDT,buy,86.33,2026-05-21 14:37:05.459573+00:00,expired,,,live
ZEC-USDT,sell,657.07,2026-05-21 14:42:21.909884+00:00,filled,2026-05-21 15:04:30.625885+00:00,656.72,live
ZEC-USDT,buy,661.16,2026-05-21 16:33:01.330396+00:00,filled,2026-05-21 16:44:24.793922+00:00,656.66,live
SOL-USDT,sell,87.1,2026-05-21 18:49:25.701335+00:00,expired,,,live
ZEC-USDT,sell,663.12,2026-05-21 19:41:21.964708+00:00,expired,,,live
SOL-USDT,buy,87.84,2026-05-21 20:01:19.764208+00:00,cancelled,,,live
SOL-USDT,buy,87.73,2026-05-21 20:08:04.539915+00:00,expired,,,live
SOL-USDT,sell,87.21,2026-05-21 22:01:25.810346+00:00,cancelled,,,live
SOL-USDT,sell,87.18,2026-05-21 22:17:25.127364+00:00,cancelled,,,live
ZEC-USDT,sell,667.56,2026-05-21 22:23:21.899278+00:00,cancelled,,,live
ZEC-USDT,sell,667.53,2026-05-21 22:30:04.241190+00:00,filled,2026-05-21 22:45:52.964242+00:00,669.52,live
SOL-USDT,sell,87.18,2026-05-21 22:37:25.045570+00:00,expired,,,live
SOL-USDT,buy,87.24,2026-05-22 03:05:06.034601+00:00,expired,,,live
SOL-USDT,sell,86.86,2026-05-22 05:24:25.577600+00:00,expired,,,live
SOL-USDT,buy,87.26,2026-05-22 08:16:04.901730+00:00,expired,,,live
SOL-USDT,sell,87.0,2026-05-22 10:15:25.660587+00:00,expired,,,live
SOL-USDT,buy,87.13,2026-05-22 11:49:04.793112+00:00,expired,,,live
ZEC-USDT,buy,645.12,2026-05-22 11:57:00.619274+00:00,filled,2026-05-22 12:23:08.142291+00:00,642.5,live
ZEC-USDT,sell,639.78,2026-05-22 12:57:12.915243+00:00,cancelled,,,live
ZEC-USDT,sell,639.33,2026-05-22 13:01:12.579948+00:00,expired,,,live
SOL-USDT,sell,86.89,2026-05-22 14:06:25.382932+00:00,cancelled,,,live
SOL-USDT,sell,86.95,2026-05-22 14:10:25.008088+00:00,expired,,,live
SOL-USDT,buy,86.89,2026-05-22 15:33:05.288903+00:00,expired,,,live
ZEC-USDT,buy,630.25,2026-05-22 17:29:01.347196+00:00,filled,2026-05-22 17:42:53.156180+00:00,627.52,live
ZEC-USDT,sell,623.45,2026-05-22 17:51:12.456892+00:00,expired,,,live
ZEC-USDT,buy,605.51,2026-05-22 21:12:01.283055+00:00,filled,2026-05-22 21:37:17.396134+00:00,603.03,live
ZEC-USDT,sell,599.17,2026-05-22 21:54:12.434868+00:00,cancelled,,,live
ZEC-USDT,sell,599.34,2026-05-22 22:21:12.721597+00:00,expired,,,live
ZEC-USDT,buy,592.75,2026-05-23 01:28:01.551487+00:00,expired,,,live
SOL-USDT,buy,84.59,2026-05-23 01:38:04.762354+00:00,expired,,,live
SOL-USDT,buy,84.67,2026-05-23 03:54:04.856075+00:00,expired,,,live
ZEC-USDT,sell,597.15,2026-05-23 04:24:16.058756+00:00,cancelled,,,live
ZEC-USDT,sell,597.84,2026-05-23 04:27:12.508937+00:00,expired,,,live
SOL-USDT,sell,84.2,2026-05-23 05:22:25.419667+00:00,expired,,,live
ZEC-USDT,buy,585.88,2026-05-23 08:48:14.565309+00:00,expired,,,live
SOL-USDT,buy,82.35,2026-05-23 11:23:13.365212+00:00,cancelled,,,live
SOL-USDT,buy,82.39,2026-05-23 11:26:05.667109+00:00,expired,,,live
ZEC-USDT,sell,586.8,2026-05-23 11:39:13.969418+00:00,expired,,,live
SOL-USDT,sell,82.1,2026-05-23 12:23:26.463638+00:00,expired,,,live
ZEC-USDT,buy,588.83,2026-05-23 13:02:01.569497+00:00,filled,2026-05-23 13:15:48.570349+00:00,585.44,live
ZEC-USDT,sell,602.88,2026-05-23 17:00:15.577410+00:00,expired,,,live
ZEC-USDT,buy,607.74,2026-05-23 18:05:04.377950+00:00,expired,,,live
ZEC-USDT,sell,606.93,2026-05-23 19:04:15.563954+00:00,filled,2026-05-23 19:10:53.868144+00:00,611.02,live
SOL-USDT,sell,85.58,2026-05-23 22:35:33.072912+00:00,expired,,,live
ZEC-USDT,sell,632.75,2026-05-23 23:43:15.773381+00:00,expired,,,live
SOL-USDT,buy,85.92,2026-05-24 00:39:07.775060+00:00,expired,,,live
ZEC-USDT,buy,642.04,2026-05-24 02:15:18.776178+00:00,cancelled,,,live
ZEC-USDT,sell,629.83,2026-05-24 02:25:02.566060+00:00,expired,,,live
SOL-USDT,sell,85.8,2026-05-24 03:17:27.267507+00:00,expired,,,live
SOL-USDT,buy,86.11,2026-05-24 06:50:09.168810+00:00,expired,,,live
SOL-USDT,sell,85.99,2026-05-24 07:57:27.973052+00:00,cancelled,,,live
SOL-USDT,sell,86.0,2026-05-24 08:05:08.566372+00:00,cancelled,,,live
SOL-USDT,sell,86.0,2026-05-24 08:10:23.272015+00:00,expired,,,live
ZEC-USDT,buy,633.35,2026-05-24 08:40:02.373830+00:00,expired,,,live
SOL-USDT,sell,86.37,2026-05-24 10:10:28.773283+00:00,expired,,,live
SOL-USDT,buy,86.53,2026-05-24 11:02:08.173444+00:00,expired,,,live
SOL-USDT,sell,86.28,2026-05-24 12:17:27.467505+00:00,expired,,,live
ZEC-USDT,sell,640.27,2026-05-24 14:17:18.869009+00:00,expired,,,live
ZEC-USDT,buy,653.08,2026-05-24 15:34:04.863312+00:00,expired,,,live
SOL-USDT,buy,85.5,2026-05-24 16:11:05.163659+00:00,expired,,,live
SOL-USDT,sell,85.29,2026-05-24 18:25:09.466952+00:00,expired,,,live
ZEC-USDT,sell,669.64,2026-05-24 21:24:18.973130+00:00,expired,,,live
SOL-USDT,buy,85.42,2026-05-24 23:42:10.867816+00:00,expired,,,live
SOL-USDT,sell,85.21,2026-05-25 01:50:30.169858+00:00,filled,2026-05-25 02:06:06.265663+00:00,85.17,live
SOL-USDT,buy,85.59,2026-05-25 02:08:04.572508+00:00,cancelled,,,live
SOL-USDT,sell,85.03,2026-05-25 02:26:25.767598+00:00,expired,,,live
ZEC-USDT,buy,654.33,2026-05-25 04:21:06.569339+00:00,cancelled,,,live
ZEC-USDT,buy,655.68,2026-05-25 04:26:01.667458+00:00,expired,,,live
SOL-USDT,buy,85.19,2026-05-25 04:30:10.963472+00:00,expired,,,live
SOL-USDT,sell,85.63,2026-05-25 07:19:31.765046+00:00,expired,,,live
SOL-USDT,buy,85.97,2026-05-25 08:54:06.266289+00:00,expired,,,live
ZEC-USDT,sell,666.18,2026-05-25 13:35:09.165112+00:00,filled,2026-05-25 13:42:57.968375+00:00,670.36,live
ZEC-USDT,sell,671.09,2026-05-25 15:23:18.270282+00:00,filled,2026-05-25 15:33:03.969092+00:00,674.29,live
ZEC-USDT,sell,670.37,2026-05-25 16:00:20.666620+00:00,cancelled,,,live
ZEC-USDT,sell,667.73,2026-05-25 16:15:06.660834+00:00,filled,2026-05-25 16:43:42.965702+00:00,668.0,live
SOL-USDT,sell,86.0,2026-05-25 16:18:25.272656+00:00,expired,,,live
SOL-USDT,buy,86.33,2026-05-25 16:50:06.874364+00:00,expired,,,live
SOL-USDT,sell,86.07,2026-05-25 17:48:29.881096+00:00,cancelled,,,live
SOL-USDT,sell,86.06,2026-05-25 17:57:26.266915+00:00,expired,,,live
SOL-USDT,sell,86.05,2026-05-25 18:36:28.268560+00:00,cancelled,,,live
SOL-USDT,sell,86.04,2026-05-25 18:40:03.780584+00:00,expired,,,live
ZEC-USDT,buy,662.89,2026-05-25 23:33:08.367885+00:00,filled,2026-05-25 23:40:56.667001+00:00,656.21,live
SOL-USDT,buy,84.29,2026-05-26 04:29:12.769272+00:00,expired,,,live
ZEC-USDT,buy,626.87,2026-05-26 05:36:58.472433+00:00,filled,2026-05-26 05:56:12.975737+00:00,622.24,live
SOL-USDT,sell,84.11,2026-05-26 07:17:27.067126+00:00,cancelled,,,live
SOL-USDT,sell,84.07,2026-05-26 07:33:25.474397+00:00,cancelled,,,live
SOL-USDT,sell,84.07,2026-05-26 07:35:26.174521+00:00,expired,,,live
ZEC-USDT,buy,615.7,2026-05-26 10:28:05.573009+00:00,expired,,,live
SOL-USDT,sell,84.9,2026-05-26 12:08:34.872938+00:00,expired,,,live
ZEC-USDT,sell,612.88,2026-05-26 12:09:14.468687+00:00,expired,,,live
ZEC-USDT,buy,618.72,2026-05-26 13:18:00.973747+00:00,filled,2026-05-26 13:25:38.964181+00:00,615.2,live
ZEC-USDT,buy,618.11,2026-05-26 13:43:57.062800+00:00,filled,2026-05-26 14:06:03.166924+00:00,620.14,live
SOL-USDT,buy,85.4,2026-05-26 13:49:06.076105+00:00,expired,,,live
SOL-USDT,sell,84.99,2026-05-26 14:39:28.565366+00:00,filled,2026-05-26 14:51:18.678527+00:00,85.36,live
ZEC-USDT,sell,605.33,2026-05-26 15:05:08.485943+00:00,filled,2026-05-26 15:15:09.167886+00:00,612.25,live
ZEC-USDT,buy,615.02,2026-05-26 16:35:03.900580+00:00,expired,,,live
ZEC-USDT,sell,593.76,2026-05-26 17:21:17.274818+00:00,filled,2026-05-26 17:51:06.165995+00:00,596.31,live
SOL-USDT,buy,83.8,2026-05-26 19:42:10.570993+00:00,expired,,,live
SOL-USDT,sell,83.55,2026-05-26 21:13:31.375081+00:00,expired,,,live
SOL-USDT,buy,83.88,2026-05-26 21:44:06.569897+00:00,expired,,,live
ZEC-USDT,buy,578.56,2026-05-27 00:29:00.273837+00:00,cancelled,,,live
ZEC-USDT,buy,578.52,2026-05-27 00:30:55.767794+00:00,cancelled,,,live
SOL-USDT,buy,84.11,2026-05-27 00:31:04.573444+00:00,expired,,,live
ZEC-USDT,buy,578.59,2026-05-27 00:40:06.164812+00:00,cancelled,,,live
ZEC-USDT,buy,578.53,2026-05-27 00:47:56.269721+00:00,filled,2026-05-27 01:06:49.875718+00:00,578.24,live
SOL-USDT,sell,83.67,2026-05-27 02:03:53.267579+00:00,cancelled,,,live
ZEC-USDT,sell,571.37,2026-05-27 02:07:12.967970+00:00,expired,,,live
SOL-USDT,sell,83.67,2026-05-27 02:08:47.762456+00:00,expired,,,live
ZEC-USDT,buy,570.88,2026-05-27 04:52:03.079117+00:00,expired,,,live
SOL-USDT,buy,83.89,2026-05-27 06:09:07.066827+00:00,expired,,,live
SOL-USDT,sell,83.88,2026-05-27 08:52:52.768475+00:00,expired,,,live
ZEC-USDT,sell,569.35,2026-05-27 09:16:13.763098+00:00,expired,,,live
SOL-USDT,buy,84.06,2026-05-27 11:02:14.277590+00:00,expired,,,live
ZEC-USDT,buy,575.26,2026-05-27 11:27:56.279293+00:00,expired,,,live
ZEC-USDT,sell,572.12,2026-05-27 12:57:15.170105+00:00,filled,2026-05-27 13:20:42.664385+00:00,572.58,live
SOL-USDT,sell,83.8,2026-05-27 13:04:46.967041+00:00,expired,,,live
SOL-USDT,buy,84.01,2026-05-27 15:02:13.970843+00:00,cancelled,,,live
SOL-USDT,buy,83.93,2026-05-27 15:07:04.869123+00:00,expired,,,live
ZEC-USDT,buy,573.2,2026-05-27 15:25:05.865151+00:00,filled,2026-05-27 15:42:12.366106+00:00,571.54,live
ZEC-USDT,sell,568.99,2026-05-27 15:51:13.870428+00:00,expired,,,live
SOL-USDT,sell,83.63,2026-05-27 17:09:52.363629+00:00,expired,,,live
SOL-USDT,buy,83.88,2026-05-27 18:56:12.987535+00:00,expired,,,live
ZEC-USDT,buy,558.88,2026-05-27 19:25:55.868722+00:00,filled,2026-05-27 19:36:37.876193+00:00,554.11,live
SOL-USDT,sell,83.59,2026-05-27 21:21:50.362482+00:00,cancelled,,,live
SOL-USDT,sell,83.6,2026-05-27 21:25:04.270168+00:00,expired,,,live
SOL-USDT,buy,82.62,2026-05-28 00:48:13.667922+00:00,cancelled,,,live
SOL-USDT,buy,82.57,2026-05-28 00:59:05.264741+00:00,cancelled,,,live
SOL-USDT,sell,82.35,2026-05-28 01:21:47.167370+00:00,cancelled,,,live
SOL-USDT,sell,82.33,2026-05-28 01:26:47.165943+00:00,expired,,,live
ZEC-USDT,buy,540.29,2026-05-28 02:38:04.077312+00:00,expired,,,live
ZEC-USDT,sell,532.48,2026-05-28 05:16:26.366794+00:00,expired,,,live
SOL-USDT,buy,81.0,2026-05-28 06:49:17.273785+00:00,expired,,,live
SOL-USDT,buy,81.18,2026-05-28 08:00:27.672751+00:00,expired,,,live
ZEC-USDT,buy,527.79,2026-05-28 09:26:02.396556+00:00,expired,,,live
SOL-USDT,sell,80.81,2026-05-28 10:52:56.575182+00:00,cancelled,,,live
SOL-USDT,sell,80.73,2026-05-28 10:58:46.569742+00:00,expired,,,live
ZEC-USDT,sell,524.78,2026-05-28 11:05:05.766518+00:00,expired,,,live
ZEC-USDT,buy,531.96,2026-05-28 13:52:06.579417+00:00,filled,2026-05-28 14:21:02.586881+00:00,534.45,live
SOL-USDT,buy,81.28,2026-05-28 15:47:11.571191+00:00,cancelled,,,live
SOL-USDT,buy,81.35,2026-05-28 16:13:06.962116+00:00,expired,,,live
ZEC-USDT,sell,549.83,2026-05-28 19:16:20.574463+00:00,filled,2026-05-28 19:23:57.170196+00:00,552.83,live
SOL-USDT,sell,82.28,2026-05-28 19:55:50.672246+00:00,expired,,,live
SOL-USDT,buy,82.57,2026-05-28 21:14:14.169997+00:00,expired,,,live
ZEC-USDT,sell,552.9,2026-05-28 22:05:06.374946+00:00,expired,,,live
SOL-USDT,sell,82.29,2026-05-28 22:15:47.070895+00:00,expired,,,live
ZEC-USDT,buy,561.53,2026-05-29 01:06:04.879720+00:00,filled,2026-05-29 01:17:52.572450+00:00,557.73,live
ZEC-USDT,sell,547.56,2026-05-29 02:17:21.074714+00:00,expired,,,live
SOL-USDT,buy,81.91,2026-05-29 05:02:13.469616+00:00,expired,,,live
ZEC-USDT,buy,539.17,2026-05-29 05:46:59.074031+00:00,expired,,,live
ZEC-USDT,buy,539.26,2026-05-29 06:22:56.670827+00:00,filled,2026-05-29 06:38:54.863107+00:00,535.4,live
ZEC-USDT,sell,536.56,2026-05-29 08:58:19.965818+00:00,filled,2026-05-29 09:08:17.366274+00:00,537.4,live
SOL-USDT,sell,82.16,2026-05-29 10:30:51.274162+00:00,cancelled,,,live
SOL-USDT,sell,82.05,2026-05-29 11:00:50.367696+00:00,expired,,,live
ZEC-USDT,sell,536.91,2026-05-29 11:31:13.565411+00:00,cancelled,,,live
ZEC-USDT,sell,537.79,2026-05-29 11:37:13.361911+00:00,filled,2026-05-29 11:57:43.872861+00:00,536.69,live
ZEC-USDT,buy,538.2,2026-05-29 13:39:04.484001+00:00,filled,2026-05-29 14:06:48.274418+00:00,536.0,live
ZEC-USDT,sell,532.02,2026-05-29 14:25:06.380843+00:00,filled,2026-05-29 14:53:28.963384+00:00,530.41,live
SOL-USDT,buy,81.25,2026-05-29 14:52:05.770565+00:00,expired,,,live
ZEC-USDT,buy,535.07,2026-05-29 15:08:56.368383+00:00,expired,,,live
ZEC-USDT,sell,534.76,2026-05-29 16:26:18.963794+00:00,filled,2026-05-29 16:31:46.464031+00:00,538.41,live
